22:56:17.258 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
22:59:43.279 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
22:59:43.280 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@7dc51783, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@4b61d0c6, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@6f815e7f, org.springframework.test.context.support.DirtiesContextTestExecutionListener@65e7f52a, org.springframework.test.context.transaction.TransactionalTestExecutionListener@304b9f1a, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@75699e35]
22:59:43.406 [Thread-2] INFO  org.springframework.context.support.GenericApplicationContext - Closing org.springframework.context.support.GenericApplicationContext@2dc9b0f5: startup date [Mon Jan 08 22:59:42 CST 2018]; root of context hierarchy
23:03:54.853 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
23:03:54.867 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2bdd8394, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@5f9edf14, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@68746f22, org.springframework.test.context.support.DirtiesContextTestExecutionListener@2f01783a, org.springframework.test.context.transaction.TransactionalTestExecutionListener@68878f6d, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@41488b16]
23:03:54.946 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-test.xml]
23:03:55.048 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-h2.xml]
23:03:55.082 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-transaction.xml]
23:03:55.098 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-mybatis.xml]
23:03:55.229 [main] INFO  org.springframework.context.support.GenericApplicationContext - Refreshing org.springframework.context.support.GenericApplicationContext@75c56eb9: startup date [Mon Jan 08 23:03:55 CST 2018]; root of context hierarchy
23:03:55.662 [main] INFO  org.springframework.jdbc.datasource.init.ScriptUtils - Executing SQL script from class path resource [init-test.sql]
23:03:55.682 [main] INFO  org.springframework.jdbc.datasource.init.ScriptUtils - Executed SQL script from class path resource [init-test.sql] in 20 ms.
23:03:56.138 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
23:03:56.138 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@7dc51783, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@4b61d0c6, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@6f815e7f, org.springframework.test.context.support.DirtiesContextTestExecutionListener@65e7f52a, org.springframework.test.context.transaction.TransactionalTestExecutionListener@304b9f1a, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@75699e35]
23:03:56.250 [Thread-2] INFO  org.springframework.context.support.GenericApplicationContext - Closing org.springframework.context.support.GenericApplicationContext@75c56eb9: startup date [Mon Jan 08 23:03:55 CST 2018]; root of context hierarchy
23:13:01.722 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
23:13:01.758 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2bdd8394, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@5f9edf14, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@68746f22, org.springframework.test.context.support.DirtiesContextTestExecutionListener@2f01783a, org.springframework.test.context.transaction.TransactionalTestExecutionListener@68878f6d, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@41488b16]
23:13:01.820 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-test.xml]
23:13:01.915 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-h2.xml]
23:13:01.951 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-transaction.xml]
23:13:01.968 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-mybatis.xml]
23:13:02.201 [main] INFO  org.springframework.context.support.GenericApplicationContext - Refreshing org.springframework.context.support.GenericApplicationContext@75c56eb9: startup date [Mon Jan 08 23:13:02 CST 2018]; root of context hierarchy
23:13:02.728 [main] INFO  org.springframework.jdbc.datasource.init.ScriptUtils - Executing SQL script from class path resource [init-test.sql]
23:13:02.748 [main] INFO  org.springframework.jdbc.datasource.init.ScriptUtils - Executed SQL script from class path resource [init-test.sql] in 19 ms.
23:13:03.242 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
23:13:03.243 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@7dc51783, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@4b61d0c6, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@6f815e7f, org.springframework.test.context.support.DirtiesContextTestExecutionListener@65e7f52a, org.springframework.test.context.transaction.TransactionalTestExecutionListener@304b9f1a, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@75699e35]
23:13:03.354 [Thread-2] INFO  org.springframework.context.support.GenericApplicationContext - Closing org.springframework.context.support.GenericApplicationContext@75c56eb9: startup date [Mon Jan 08 23:13:02 CST 2018]; root of context hierarchy
23:21:14.355 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
23:21:14.393 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@68746f22, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@2f01783a, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@68878f6d, org.springframework.test.context.support.DirtiesContextTestExecutionListener@41488b16, org.springframework.test.context.transaction.TransactionalTestExecutionListener@a8ef162, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2eea88a1]
23:21:14.474 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-test.xml]
23:21:14.559 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-h2.xml]
23:21:14.595 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-transaction.xml]
23:21:14.608 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-mybatis.xml]
23:21:14.758 [main] INFO  org.springframework.context.support.GenericApplicationContext - Refreshing org.springframework.context.support.GenericApplicationContext@2dc9b0f5: startup date [Mon Jan 08 23:21:14 CST 2018]; root of context hierarchy
23:21:15.190 [main] INFO  org.springframework.jdbc.datasource.init.ScriptUtils - Executing SQL script from class path resource [init-test.sql]
23:21:15.209 [main] INFO  org.springframework.jdbc.datasource.init.ScriptUtils - Executed SQL script from class path resource [init-test.sql] in 19 ms.
23:21:15.663 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
23:21:15.664 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@62315f22, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@6e4ea0bd, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@56f2bbea, org.springframework.test.context.support.DirtiesContextTestExecutionListener@78f9ed3e, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1059754c, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@b0964b2]
23:21:15.758 [Thread-2] INFO  org.springframework.context.support.GenericApplicationContext - Closing org.springframework.context.support.GenericApplicationContext@2dc9b0f5: startup date [Mon Jan 08 23:21:14 CST 2018]; root of context hierarchy
23:23:48.997 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
23:23:49.027 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2bdd8394, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@5f9edf14, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@68746f22, org.springframework.test.context.support.DirtiesContextTestExecutionListener@2f01783a, org.springframework.test.context.transaction.TransactionalTestExecutionListener@68878f6d, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@41488b16]
23:23:49.089 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-test.xml]
23:23:49.181 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-h2.xml]
23:23:49.233 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-transaction.xml]
23:23:49.252 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-mybatis.xml]
23:23:49.386 [main] INFO  org.springframework.context.support.GenericApplicationContext - Refreshing org.springframework.context.support.GenericApplicationContext@75c56eb9: startup date [Mon Jan 08 23:23:49 CST 2018]; root of context hierarchy
23:23:49.775 [main] INFO  org.springframework.jdbc.datasource.init.ScriptUtils - Executing SQL script from class path resource [init-test.sql]
23:23:49.793 [main] INFO  org.springframework.jdbc.datasource.init.ScriptUtils - Executed SQL script from class path resource [init-test.sql] in 18 ms.
23:23:50.242 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
23:23:50.242 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@62315f22, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@6e4ea0bd, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@56f2bbea, org.springframework.test.context.support.DirtiesContextTestExecutionListener@78f9ed3e, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1059754c, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@b0964b2]
23:23:50.337 [Thread-2] INFO  org.springframework.context.support.GenericApplicationContext - Closing org.springframework.context.support.GenericApplicationContext@75c56eb9: startup date [Mon Jan 08 23:23:49 CST 2018]; root of context hierarchy
23:28:12.098 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
23:28:12.132 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@68746f22, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@2f01783a, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@68878f6d, org.springframework.test.context.support.DirtiesContextTestExecutionListener@41488b16, org.springframework.test.context.transaction.TransactionalTestExecutionListener@a8ef162, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2eea88a1]
23:28:12.196 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-test.xml]
23:28:12.287 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-h2.xml]
23:28:12.320 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-transaction.xml]
23:28:12.338 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-mybatis.xml]
23:28:12.495 [main] INFO  org.springframework.context.support.GenericApplicationContext - Refreshing org.springframework.context.support.GenericApplicationContext@2dc9b0f5: startup date [Mon Jan 08 23:28:12 CST 2018]; root of context hierarchy
23:28:12.921 [main] INFO  org.springframework.jdbc.datasource.init.ScriptUtils - Executing SQL script from class path resource [init-test.sql]
23:28:12.944 [main] INFO  org.springframework.jdbc.datasource.init.ScriptUtils - Executed SQL script from class path resource [init-test.sql] in 23 ms.
23:28:13.458 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
23:28:13.458 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@62315f22, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@6e4ea0bd, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@56f2bbea, org.springframework.test.context.support.DirtiesContextTestExecutionListener@78f9ed3e, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1059754c, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@b0964b2]
23:28:13.555 [Thread-2] INFO  org.springframework.context.support.GenericApplicationContext - Closing org.springframework.context.support.GenericApplicationContext@2dc9b0f5: startup date [Mon Jan 08 23:28:12 CST 2018]; root of context hierarchy
23:31:08.203 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
23:31:08.219 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2bdd8394, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@5f9edf14, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@68746f22, org.springframework.test.context.support.DirtiesContextTestExecutionListener@2f01783a, org.springframework.test.context.transaction.TransactionalTestExecutionListener@68878f6d, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@41488b16]
23:31:08.305 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-test.xml]
23:31:08.398 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-h2.xml]
23:31:08.441 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-transaction.xml]
23:31:08.458 [main] INFO  org.springframework.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-mybatis.xml]
23:31:08.628 [main] INFO  org.springframework.context.support.GenericApplicationContext - Refreshing org.springframework.context.support.GenericApplicationContext@75c56eb9: startup date [Mon Jan 08 23:31:08 CST 2018]; root of context hierarchy
23:31:09.029 [main] INFO  org.springframework.jdbc.datasource.init.ScriptUtils - Executing SQL script from class path resource [init-test.sql]
23:31:09.048 [main] INFO  org.springframework.jdbc.datasource.init.ScriptUtils - Executed SQL script from class path resource [init-test.sql] in 19 ms.
23:31:09.290 [main] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.0.6.Final
23:31:09.748 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
23:31:09.749 [main] INFO  org.springframework.test.context.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@773c0293, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@55b8dbda, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@3b569985, org.springframework.test.context.support.DirtiesContextTestExecutionListener@3a022576, org.springframework.test.context.transaction.TransactionalTestExecutionListener@2dbd803f, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@3e48e859]
23:31:09.913 [Thread-2] INFO  org.springframework.context.support.GenericApplicationContext - Closing org.springframework.context.support.GenericApplicationContext@75c56eb9: startup date [Mon Jan 08 23:31:08 CST 2018]; root of context hierarchy
